MD	TVD	North	East	Dia	Color	Style
2894.8	2888.4	22.9	54.2	1.5	1	0
2923.9	2915.6	23.5	64.6	1.5	1	0
2953.2	2942.4	24.4	76.4	1.5	1	0
2982.3	2968.6	25.3	89.2	1.5	1	0
3011.5	2994.2	26.4	103.1	1.5	1	0
3040.8	3019.3	27.6	118.2	1.5	1	0
3070.6	3044.1	29.0	134.6	1.5	1	0
3099.8	3067.8	30.7	151.7	1.5	1	0
3128.5	3090.5	32.4	169.0	1.5	1	0
3157.8	3113.4	34.4	187.2	1.5	1	0
3186.4	3135.3	36.5	205.5	1.5	1	0
3215.8	3157.4	38.9	224.7	1.5	1	0
3230.9	3168.5	39.9	234.9	1.5	1	0
3261.4	3190.8	40.7	255.6	1.5	1	0
3291.8	3213.5	40.4	275.9	1.5	1	0
3322.3	3236.6	38.9	295.7	1.5	1	0
3352.8	3260.0	36.2	315.1	1.5	1	0
3383.3	3283.7	32.3	333.9	1.5	1	0
3413.8	3307.7	27.3	352.1	1.5	1	0
3444.2	3331.8	21.1	369.7	1.5	1	0
3474.7	3356.0	13.7	386.6	1.5	1	0
3497.5	3374.2	7.4	398.8	1.5	1	0
3505.2	3380.3	5.2	402.9	1.5	1	0
3535.7	3404.7	-3.5	418.9	1.5	1	0
3566.2	3429.1	-12.3	435.0	1.5	1	0
3596.6	3453.4	-21.1	451.1	1.5	1	0
3627.1	3477.8	-29.9	467.2	1.5	1	0
3657.6	3502.1	-38.7	483.3	1.5	1	0
3688.1	3526.5	-47.5	499.4	1.5	1	0
3718.6	3550.8	-56.2	515.5	1.5	1	0
3749.0	3575.2	-65.0	531.5	1.5	1	0
3779.5	3599.5	-73.8	547.6	1.5	1	0
3810.0	3623.9	-82.6	563.7	1.5	1	0
3840.5	3648.2	-91.4	579.8	1.5	1	0
3871.0	3672.6	-100.2	595.9	1.5	1	0
3901.4	3696.9	-108.9	612.0	1.5	1	0
3931.9	3721.3	-117.7	628.0	1.5	1	0
3962.4	3745.7	-126.5	644.1	1.5	1	0
3992.9	3770.0	-135.3	660.2	1.5	1	0
4023.4	3794.4	-144.1	676.3	1.5	1	0
4053.8	3818.7	-152.9	692.4	1.5	1	0
4084.3	3843.1	-161.6	708.5	1.5	1	0
4114.8	3867.5	-170.4	724.6	1.5	1	0
4145.3	3891.8	-179.2	740.6	1.5	1	0
4175.8	3916.2	-188.0	756.7	1.5	1	0
4206.2	3940.5	-196.8	772.8	1.5	1	0
4236.7	3964.9	-205.6	788.9	1.5	1	0
4267.2	3989.2	-214.3	805.0	1.5	1	0
4297.7	4013.6	-223.1	821.1	1.5	1	0
4328.2	4037.9	-231.9	837.1	1.5	1	0
4358.6	4062.3	-240.7	853.2	1.5	1	0
4359.1	4062.6	-240.8	853.5	1.5	1	0
4389.1	4086.2	-249.7	869.8	1.5	1	0
4419.6	4109.3	-259.2	887.2	1.5	1	0
4450.1	4131.6	-269.1	905.5	1.5	1	0
4480.6	4152.9	-279.5	924.7	1.5	1	0
4494.9	4162.6	-284.6	934.0	1.5	1	0
4511.0	4173.4	-290.3	944.6	1.5	1	0
4541.5	4193.7	-301.1	964.5	1.5	1	0
4572.0	4214.1	-311.8	984.5	1.5	1	0
4602.5	4234.4	-322.6	1004.5	1.5	1	0
4633.0	4254.8	-333.4	1024.4	1.5	1	0
4663.4	4275.2	-344.1	1044.4	1.5	1	0
4693.9	4295.5	-354.9	1064.3	1.5	1	0
4724.4	4315.9	-365.7	1084.3	1.5	1	0
4754.9	4336.2	-376.5	1104.3	1.5	1	0
4785.4	4356.6	-387.2	1124.2	1.5	1	0
4815.8	4377.0	-398.0	1144.2	1.5	1	0
4828.1	4385.1	-402.4	1152.2	1.5	1	0
4846.3	4397.1	-408.9	1164.3	1.5	1	0
4876.8	4416.1	-420.2	1185.3	1.5	1	0
4907.3	4433.9	-431.9	1207.1	1.5	1	0
4937.8	4450.3	-444.0	1229.7	1.5	1	0
4968.2	4465.4	-456.5	1253.1	1.5	1	0
4998.7	4479.0	-469.3	1277.2	1.5	1	0
5029.2	4491.2	-482.3	1301.9	1.5	1	0
5059.7	4501.9	-495.7	1327.1	1.5	1	0
5090.2	4511.2	-509.3	1352.8	1.5	1	0
5120.6	4518.8	-523.0	1378.9	1.5	1	0
5151.1	4525.0	-536.9	1405.3	1.5	1	0
5164.1	4527.1	-542.8	1416.6	1.5	1	0
5181.6	4529.8	-550.9	1431.9	1.5	1	0
5212.1	4534.5	-564.9	1458.6	1.5	1	0
5242.6	4539.2	-578.8	1485.3	1.5	1	0
5273.0	4543.9	-592.8	1511.9	1.5	1	0
5288.8	4546.3	-600.1	1525.7	1.5	1	0
5303.5	4548.6	-606.8	1538.6	1.5	1	0
5308.6	4549.4	-609.2	1543.1	1.5	1	0
5334.0	4553.3	-620.8	1565.3	1.5	1	0
5364.5	4557.9	-634.8	1591.9	1.5	1	0
5369.6	4558.7	-637.2	1596.4	1.5	1	0
