MD	TVD	North	East	Dia	Color	Style
0.0	0.0	0.0	0.0	1.5	1	0
246.6	246.6	0.0	0.0	1.5	1	0
292.6	292.6	0.6	0.7	1.5	1	0
338.6	338.6	1.9	1.6	1.5	1	0
347.2	347.1	2.1	1.6	1.5	1	0
356.3	356.3	2.3	1.7	1.5	1	0
365.5	365.4	2.6	1.7	1.5	1	0
374.3	374.2	2.8	1.7	1.5	1	0
376.4	376.4	2.9	1.7	1.5	1	0
384.7	384.6	3.1	1.6	1.5	1	0
393.8	393.7	3.3	1.4	1.5	1	0
406.6	406.5	3.7	1.0	1.5	1	0
416.4	416.3	4.0	0.6	1.5	1	0
424.9	424.8	4.2	0.1	1.5	1	0
434.3	434.2	4.5	-0.3	1.5	1	0
444.4	444.3	4.8	-0.9	1.5	1	0
453.8	453.7	5.2	-1.2	1.5	1	0
459.6	459.5	5.3	-1.4	1.5	1	0
470.3	470.2	5.7	-1.6	1.5	1	0
478.5	478.4	5.9	-1.7	1.5	1	0
491.0	490.8	6.2	-2.0	1.5	1	0
499.6	499.4	6.3	-2.3	1.5	1	0
508.7	508.5	6.6	-2.6	1.5	1	0
517.9	517.7	6.8	-2.8	1.5	1	0
531.6	531.4	7.2	-3.2	1.5	1	0
549.2	549.0	8.0	-3.5	1.5	1	0
563.3	563.0	8.8	-3.6	1.5	1	0
577.9	577.6	9.7	-3.6	1.5	1	0
592.2	591.9	10.8	-3.5	1.5	1	0
606.2	605.9	11.9	-3.4	1.5	1	0
620.9	620.5	13.0	-3.3	1.5	1	0
647.4	646.9	15.3	-2.9	1.5	1	0
665.4	664.8	17.1	-2.6	1.5	1	0
694.0	693.2	20.7	-1.5	1.5	1	0
722.4	721.1	25.2	0.3	1.5	1	0
751.3	749.4	30.8	3.0	1.5	1	0
780.0	777.1	37.0	6.5	1.5	1	0
806.8	802.9	43.4	10.4	1.5	1	0
834.5	829.2	50.6	15.1	1.5	1	0
865.0	857.7	59.7	21.2	1.5	1	0
894.9	884.9	70.0	28.0	1.5	1	0
921.7	908.8	80.1	34.8	1.5	1	0
950.7	933.9	91.9	42.9	1.5	1	0
980.5	958.7	105.4	52.6	1.5	1	0
1006.1	979.1	118.0	61.7	1.5	1	0
1029.0	996.9	129.5	70.4	1.5	1	0
1058.6	1019.8	144.2	82.0	1.5	1	0
1084.5	1039.9	157.0	92.0	1.5	1	0
1115.0	1063.1	172.5	104.2	1.5	1	0
1143.9	1084.5	187.8	116.5	1.5	1	0
1169.8	1103.0	201.7	127.9	1.5	1	0
1199.7	1123.6	218.6	141.6	1.5	1	0
1228.6	1142.2	235.8	155.6	1.5	1	0
1257.6	1159.3	253.7	170.5	1.5	1	0
1285.6	1174.3	271.9	185.7	1.5	1	0
1314.6	1188.8	291.0	202.0	1.5	1	0
1342.9	1202.8	309.7	218.0	1.5	1	0
1372.5	1216.6	329.7	234.8	1.5	1	0
1399.9	1228.3	348.8	250.8	1.5	1	0
1429.8	1240.2	369.7	268.4	1.5	1	0
1458.2	1251.0	389.7	285.3	1.5	1	0
1487.7	1261.0	411.1	303.1	1.5	1	0
1515.8	1269.2	431.9	320.1	1.5	1	0
1544.7	1276.8	453.6	337.6	1.5	1	0
1572.8	1283.8	474.8	354.5	1.5	1	0
1601.4	1290.5	496.6	371.9	1.5	1	0
1629.8	1297.0	518.3	389.0	1.5	1	0
1658.4	1303.4	540.3	406.2	1.5	1	0
1687.4	1309.3	562.4	423.9	1.5	1	0
1716.0	1313.6	584.3	442.0	1.5	1	0
1745.3	1317.6	606.3	460.8	1.5	1	0
1773.0	1322.9	626.9	478.6	1.5	1	0
1801.7	1329.8	647.9	496.8	1.5	1	0
1830.6	1337.3	669.1	515.0	1.5	1	0
1858.1	1344.0	689.4	532.3	1.5	1	0
1887.9	1350.6	711.7	551.0	1.5	1	0
1916.3	1356.6	733.0	568.6	1.5	1	0
1945.2	1362.9	754.7	586.7	1.5	1	0
1974.5	1370.0	776.4	605.1	1.5	1	0
1980.9	1371.7	781.1	609.1	1.5	1	0
1981.2	1371.8	781.3	609.3	1.5	1	0
2007.7	1379.0	800.7	625.8	1.5	1	0
2011.7	1380.1	803.6	628.3	1.5	1	0
2017.8	1381.8	808.1	632.1	1.5	1	0
2042.2	1388.2	826.1	647.3	1.5	1	0
2066.0	1393.8	843.9	662.1	1.5	1	0
2072.6	1395.3	848.9	666.1	1.5	1	0
2103.1	1402.1	871.9	684.9	1.5	1	0
2133.6	1408.9	894.9	703.8	1.5	1	0
2164.1	1415.7	917.9	722.6	1.5	1	0
2194.6	1422.6	940.9	741.4	1.5	1	0
2225.0	1429.4	963.9	760.2	1.5	1	0
2255.5	1436.2	986.9	779.0	1.5	1	0
2286.0	1443.0	1009.9	797.8	1.5	1	0
2316.5	1449.9	1032.8	816.7	1.5	1	0
2347.0	1456.7	1055.8	835.5	1.5	1	0
2377.4	1463.5	1078.8	854.3	1.5	1	0
2407.9	1470.4	1101.8	873.1	1.5	1	0
2438.4	1477.2	1124.8	891.9	1.5	1	0
2468.9	1484.0	1147.8	910.7	1.5	1	0
2499.4	1490.8	1170.8	929.5	1.5	1	0
2529.8	1497.6	1193.7	948.4	1.5	1	0
2560.3	1504.5	1216.7	967.2	1.5	1	0
2590.8	1511.3	1239.7	986.0	1.5	1	0
2621.3	1518.1	1262.7	1004.8	1.5	1	0
2651.8	1524.9	1285.7	1023.6	1.5	1	0
2682.2	1531.8	1308.7	1042.4	1.5	1	0
2712.7	1538.6	1331.7	1061.3	1.5	1	0
2743.2	1545.4	1354.7	1080.1	1.5	1	0
2773.7	1552.3	1377.7	1098.9	1.5	1	0
2804.2	1559.1	1400.6	1117.7	1.5	1	0
2834.6	1565.9	1423.6	1136.5	1.5	1	0
2865.1	1572.7	1446.6	1155.3	1.5	1	0
2895.6	1579.6	1469.6	1174.2	1.5	1	0
2926.1	1586.4	1492.6	1193.0	1.5	1	0
2956.6	1593.2	1515.6	1211.8	1.5	1	0
2987.0	1600.0	1538.6	1230.6	1.5	1	0
3017.5	1606.8	1561.6	1249.4	1.5	1	0
3048.0	1613.7	1584.5	1268.2	1.5	1	0
3078.5	1620.5	1607.5	1287.0	1.5	1	0
3109.0	1627.3	1630.5	1305.9	1.5	1	0
3139.4	1634.2	1653.5	1324.7	1.5	1	0
3169.9	1641.0	1676.5	1343.5	1.5	1	0
3200.4	1647.8	1699.5	1362.3	1.5	1	0
3230.9	1654.6	1722.5	1381.1	1.5	1	0
3261.4	1661.5	1745.5	1399.9	1.5	1	0
3291.8	1668.3	1768.4	1418.8	1.5	1	0
3322.3	1675.1	1791.4	1437.6	1.5	1	0
3352.8	1681.9	1814.4	1456.4	1.5	1	0
3383.3	1688.8	1837.4	1475.2	1.5	1	0
3413.8	1695.6	1860.4	1494.0	1.5	1	0
3444.2	1702.4	1883.4	1512.8	1.5	1	0
3474.7	1709.2	1906.4	1531.7	1.5	1	0
3505.2	1716.1	1929.4	1550.5	1.5	1	0
3535.7	1722.9	1952.3	1569.3	1.5	1	0
3566.2	1729.7	1975.3	1588.1	1.5	1	0
3596.6	1736.5	1998.3	1606.9	1.5	1	0
3627.1	1743.4	2021.3	1625.7	1.5	1	0
3657.6	1750.2	2044.3	1644.5	1.5	1	0
3688.1	1757.0	2067.3	1663.4	1.5	1	0
3718.6	1763.8	2090.3	1682.2	1.5	1	0
3749.0	1770.7	2113.3	1701.0	1.5	1	0
3779.5	1777.5	2136.3	1719.8	1.5	1	0
3810.0	1784.3	2159.2	1738.6	1.5	1	0
3840.5	1791.1	2182.2	1757.4	1.5	1	0
3871.0	1798.0	2205.2	1776.2	1.5	1	0
3901.4	1804.8	2228.2	1795.1	1.5	1	0
3931.9	1811.6	2251.2	1813.9	1.5	1	0
3951.9	1816.1	2266.3	1826.2	1.5	1	0
3962.4	1818.4	2274.1	1832.7	1.5	1	0
3992.9	1824.7	2296.8	1852.1	1.5	1	0
4023.4	1830.3	2318.9	1872.3	1.5	1	0
4053.8	1835.3	2340.7	1893.1	1.5	1	0
4084.3	1839.6	2361.8	1914.6	1.5	1	0
4114.8	1843.2	2382.5	1936.7	1.5	1	0
4145.3	1846.1	2402.6	1959.4	1.5	1	0
4175.8	1848.4	2422.1	1982.7	1.5	1	0
4206.2	1850.0	2441.1	2006.6	1.5	1	0
4236.7	1850.9	2459.3	2030.9	1.5	1	0
4261.7	1851.1	2473.9	2051.2	1.5	1	0
4267.2	1851.1	2477.0	2055.8	1.5	1	0
4297.7	1851.1	2494.5	2080.7	1.5	1	0
4328.2	1851.1	2511.9	2105.8	1.5	1	0
4358.6	1851.1	2529.3	2130.8	1.5	1	0
