MD	TVD	North	East	Dia	Color	Style
0.0	0.0	0.0	0.0	1.5	1	0
152.4	152.3	3.8	0.6	1.5	1	0
182.9	182.7	6.0	0.9	1.5	1	0
213.4	213.1	8.8	1.4	1.5	1	0
243.8	243.4	11.8	1.9	1.5	1	0
274.3	273.7	15.1	2.3	1.5	1	0
304.8	304.0	18.5	2.3	1.5	1	0
335.3	334.3	21.9	1.6	1.5	1	0
365.8	364.4	25.8	-0.1	1.5	1	0
396.2	394.5	29.9	-3.1	1.5	1	0
426.7	424.4	33.9	-7.2	1.5	1	0
457.2	454.2	37.3	-12.6	1.5	1	0
487.7	483.9	40.1	-19.1	1.5	1	0
518.2	513.4	42.6	-26.2	1.5	1	0
548.6	542.9	45.0	-33.4	1.5	1	0
579.1	572.6	47.3	-40.1	1.5	1	0
609.6	602.3	49.6	-46.5	1.5	1	0
640.1	632.1	51.9	-52.7	1.5	1	0
670.6	661.8	54.2	-58.7	1.5	1	0
701.0	691.7	56.5	-64.7	1.5	1	0
731.5	721.4	58.9	-70.8	1.5	1	0
762.0	751.1	61.4	-77.3	1.5	1	0
792.5	780.7	64.0	-84.2	1.5	1	0
823.0	810.2	66.5	-91.2	1.5	1	0
853.4	839.8	69.1	-98.1	1.5	1	0
883.9	869.4	71.7	-105.1	1.5	1	0
914.4	898.9	74.4	-112.1	1.5	1	0
944.9	928.4	77.0	-119.1	1.5	1	0
975.4	958.0	79.7	-126.1	1.5	1	0
1005.8	987.6	82.5	-132.9	1.5	1	0
1036.3	1017.1	85.4	-139.8	1.5	1	0
1066.8	1046.7	88.1	-146.8	1.5	1	0
1097.3	1076.2	90.9	-153.6	1.5	1	0
1127.8	1105.8	93.6	-160.5	1.5	1	0
1158.2	1135.3	96.4	-167.4	1.5	1	0
1188.7	1164.9	99.2	-174.2	1.5	1	0
1219.2	1194.5	102.1	-181.1	1.5	1	0
1249.7	1224.0	104.9	-188.0	1.5	1	0
1280.2	1253.6	107.8	-194.9	1.5	1	0
1310.6	1283.1	110.7	-201.7	1.5	1	0
1341.1	1312.7	113.5	-208.7	1.5	1	0
1371.6	1342.2	116.3	-215.6	1.5	1	0
1402.1	1371.8	119.2	-222.5	1.5	1	0
1432.6	1401.3	122.1	-229.4	1.5	1	0
1463.0	1430.9	125.1	-236.3	1.5	1	0
1493.5	1460.4	128.0	-243.1	1.5	1	0
1524.0	1490.0	130.7	-250.2	1.5	1	0
1554.5	1519.5	132.6	-257.5	1.5	1	0
1585.0	1549.0	133.9	-264.9	1.5	1	0
1615.4	1578.6	134.8	-272.4	1.5	1	0
1645.9	1608.1	135.2	-279.9	1.5	1	0
1676.4	1637.7	135.2	-287.3	1.5	1	0
1706.9	1667.3	134.7	-294.4	1.5	1	0
1737.4	1697.0	133.8	-301.2	1.5	1	0
1767.8	1726.8	132.6	-307.2	1.5	1	0
1798.3	1756.9	131.3	-312.3	1.5	1	0
1828.8	1787.0	129.9	-316.4	1.5	1	0
1859.3	1817.3	128.5	-319.7	1.5	1	0
1889.8	1847.6	126.8	-322.4	1.5	1	0
1920.2	1877.9	124.6	-324.8	1.5	1	0
1950.7	1908.2	121.9	-326.9	1.5	1	0
1981.2	1938.5	118.8	-328.8	1.5	1	0
2011.7	1968.7	115.2	-330.1	1.5	1	0
2042.2	1998.9	110.9	-330.6	1.5	1	0
2072.6	2029.0	106.0	-329.9	1.5	1	0
2103.1	2058.9	100.6	-328.2	1.5	1	0
2133.6	2088.7	94.9	-325.3	1.5	1	0
2164.1	2118.4	89.2	-321.3	1.5	1	0
2194.6	2147.9	83.3	-316.3	1.5	1	0
2225.0	2177.2	77.1	-310.9	1.5	1	0
2255.5	2206.5	70.7	-305.3	1.5	1	0
2286.0	2235.6	64.0	-299.4	1.5	1	0
2316.5	2264.6	56.9	-293.3	1.5	1	0
2347.0	2293.4	49.3	-286.6	1.5	1	0
2377.4	2321.6	40.6	-279.3	1.5	1	0
2407.9	2349.4	30.7	-271.4	1.5	1	0
2438.4	2376.6	19.8	-263.1	1.5	1	0
2468.9	2403.5	8.4	-254.5	1.5	1	0
2499.4	2430.1	-3.6	-245.5	1.5	1	0
2529.8	2456.4	-15.8	-236.3	1.5	1	0
2560.3	2482.7	-28.0	-226.9	1.5	1	0
2590.8	2509.1	-40.1	-217.5	1.5	1	0
2621.3	2535.4	-52.2	-208.0	1.5	1	0
2651.8	2561.8	-64.0	-198.3	1.5	1	0
2682.2	2588.1	-75.9	-188.5	1.5	1	0
2712.7	2614.4	-87.7	-178.6	1.5	1	0
2743.2	2640.6	-99.4	-168.3	1.5	1	0
2773.7	2666.7	-111.0	-157.8	1.5	1	0
2804.2	2692.8	-122.5	-147.1	1.5	1	0
2834.6	2719.0	-134.0	-136.4	1.5	1	0
2865.1	2745.0	-145.6	-125.5	1.5	1	0
2895.6	2770.9	-157.3	-114.5	1.5	1	0
2926.1	2796.4	-169.6	-103.4	1.5	1	0
2956.6	2821.5	-182.5	-91.8	1.5	1	0
2987.0	2845.9	-196.1	-79.6	1.5	1	0
3017.5	2869.4	-210.6	-66.6	1.5	1	0
3048.0	2891.9	-225.9	-52.9	1.5	1	0
3078.5	2913.7	-242.0	-39.0	1.5	1	0
3109.0	2934.9	-259.1	-25.5	1.5	1	0
3139.4	2955.3	-277.5	-12.2	1.5	1	0
3169.9	2974.8	-296.8	1.1	1.5	1	0
3200.4	2993.4	-317.1	14.1	1.5	1	0
3230.9	3011.1	-338.4	26.9	1.5	1	0
3261.4	3027.6	-360.7	39.5	1.5	1	0
3291.8	3042.7	-384.1	51.8	1.5	1	0
3322.3	3056.2	-408.7	63.7	1.5	1	0
3352.8	3067.6	-434.6	75.0	1.5	1	0
3383.3	3076.9	-461.8	85.3	1.5	1	0
3413.8	3084.7	-490.0	93.9	1.5	1	0
3444.2	3091.3	-518.9	100.6	1.5	1	0
3474.7	3095.9	-548.6	106.0	1.5	1	0
3505.2	3098.4	-578.6	110.8	1.5	1	0
3535.7	3099.5	-608.7	115.3	1.5	1	0
3566.2	3099.8	-638.8	119.8	1.5	1	0
3596.6	3099.7	-669.0	124.2	1.5	1	0
3627.1	3099.5	-699.1	128.7	1.5	1	0
3657.6	3099.1	-729.3	132.9	1.5	1	0
3688.1	3098.7	-759.5	137.0	1.5	1	0
3718.6	3098.5	-789.7	141.4	1.5	1	0
3749.0	3098.5	-819.7	146.7	1.5	1	0
3779.5	3098.4	-849.6	152.8	1.5	1	0
3810.0	3098.3	-879.3	159.5	1.5	1	0
3840.5	3098.1	-908.9	166.7	1.5	1	0
3871.0	3098.0	-938.3	174.9	1.5	1	0
3901.4	3097.9	-967.3	184.1	1.5	1	0
3931.9	3097.8	-996.1	194.2	1.5	1	0
3962.4	3097.9	-1024.4	205.3	1.5	1	0
3992.9	3097.9	-1052.6	217.0	1.5	1	0
4023.4	3098.0	-1080.5	229.4	1.5	1	0
4053.8	3098.1	-1107.6	243.1	1.5	1	0
4084.3	3098.2	-1134.3	257.9	1.5	1	0
4114.8	3098.3	-1160.5	273.5	1.5	1	0
4145.3	3098.3	-1186.2	290.0	1.5	1	0
4175.8	3098.2	-1211.2	307.4	1.5	1	0
4206.2	3098.1	-1235.7	325.5	1.5	1	0
