MD	TVD	North	East	Dia	Color	Style
2628.9	1669.8	232.3	-1561.2	1.5	1	0
2657.6	1677.8	230.5	-1588.7	1.5	1	0
2686.5	1684.9	229.1	-1616.7	1.5	1	0
2715.5	1691.0	228.2	-1645.0	1.5	1	0
2744.7	1696.6	227.3	-1673.7	1.5	1	0
2773.4	1701.7	226.4	-1701.9	1.5	1	0
2802.3	1706.7	225.5	-1730.4	1.5	1	0
2831.3	1711.8	224.8	-1758.9	1.5	1	0
2844.7	1714.1	224.5	-1772.1	1.5	1	0
2864.9	1717.5	224.1	-1792.0	1.5	1	0
2893.2	1722.8	223.9	-1819.8	1.5	1	0
2899.9	1724.2	223.8	-1826.3	1.5	1	0
