MD	TVD	North	East	Dia	Color	Style
1319.8	1313.2	-24.6	95.7	1.5	1	0
1348.7	1341.4	-31.2	96.9	1.5	1	0
1377.7	1369.4	-38.6	98.0	1.5	1	0
1406.7	1397.1	-46.9	98.9	1.5	1	0
1435.6	1424.6	-56.0	99.7	1.5	1	0
1464.6	1451.8	-65.8	100.2	1.5	1	0
1493.5	1478.8	-76.4	100.5	1.5	1	0
1522.5	1505.5	-87.7	100.6	1.5	1	0
1551.4	1531.9	-99.5	100.4	1.5	1	0
1580.4	1558.0	-112.0	100.0	1.5	1	0
1609.0	1583.6	-124.9	99.4	1.5	1	0
1638.0	1609.1	-138.6	98.5	1.5	1	0
1667.0	1634.3	-152.8	97.5	1.5	1	0
1695.9	1659.2	-167.5	96.4	1.5	1	0
1724.9	1683.7	-182.8	95.1	1.5	1	0
1753.8	1707.9	-198.6	93.6	1.5	1	0
1782.8	1731.7	-215.2	92.0	1.5	1	0
1811.4	1754.6	-232.3	90.4	1.5	1	0
1840.4	1777.3	-250.2	88.4	1.5	1	0
1869.3	1799.3	-268.8	86.2	1.5	1	0
1898.3	1820.8	-288.0	83.8	1.5	1	0
1927.3	1841.7	-308.0	81.2	1.5	1	0
1956.2	1861.9	-328.5	78.5	1.5	1	0
1985.2	1881.7	-349.5	75.6	1.5	1	0
2013.8	1900.9	-370.5	72.6	1.5	1	0
2042.8	1920.1	-391.9	69.5	1.5	1	0
2071.7	1939.2	-413.5	66.3	1.5	1	0
2100.7	1957.7	-435.5	62.9	1.5	1	0
2129.6	1975.7	-457.9	59.5	1.5	1	0
2158.3	1993.0	-480.5	56.0	1.5	1	0
2187.2	2009.6	-503.9	52.4	1.5	1	0
2216.2	2025.5	-527.9	48.8	1.5	1	0
2245.2	2040.6	-552.3	45.0	1.5	1	0
2274.1	2054.9	-577.1	41.2	1.5	1	0
2303.1	2068.6	-602.3	37.2	1.5	1	0
2332.0	2081.5	-627.9	33.1	1.5	1	0
2360.7	2093.5	-653.6	28.8	1.5	1	0
2389.6	2104.8	-679.9	24.2	1.5	1	0
2418.6	2115.2	-706.4	19.2	1.5	1	0
2447.5	2125.1	-733.1	13.8	1.5	1	0
2476.5	2134.8	-759.8	8.4	1.5	1	0
2505.5	2144.6	-786.5	3.0	1.5	1	0
2534.1	2154.3	-813.0	-2.3	1.5	1	0
2563.1	2164.1	-839.7	-7.7	1.5	1	0
2592.0	2173.8	-866.4	-13.0	1.5	1	0
2621.0	2183.6	-893.2	-18.2	1.5	1	0
2649.9	2193.5	-919.9	-23.4	1.5	1	0
2678.9	2203.5	-946.6	-28.5	1.5	1	0
2707.8	2213.4	-973.3	-33.5	1.5	1	0
2736.8	2223.4	-1000.0	-38.5	1.5	1	0
2765.8	2233.4	-1026.7	-43.5	1.5	1	0
2794.4	2243.4	-1053.2	-48.4	1.5	1	0
2798.7	2244.9	-1057.1	-49.1	1.5	1	0
2806.9	2247.6	-1064.7	-50.7	1.5	1	0
2835.6	2257.4	-1090.8	-57.1	1.5	1	0
2864.2	2268.3	-1116.6	-63.4	1.5	1	0
2881.9	2275.4	-1132.3	-67.2	1.5	1	0
2910.5	2287.8	-1157.4	-73.5	1.5	1	0
2938.3	2300.9	-1181.2	-78.8	1.5	1	0
2967.8	2315.7	-1206.4	-83.8	1.5	1	0
2996.8	2330.7	-1230.6	-88.7	1.5	1	0
3025.1	2346.2	-1253.7	-94.2	1.5	1	0
3054.1	2363.0	-1276.3	-100.9	1.5	1	0
3083.4	2381.0	-1298.3	-107.8	1.5	1	0
3112.3	2399.7	-1319.4	-114.4	1.5	1	0
3141.3	2418.7	-1340.3	-120.7	1.5	1	0
3170.2	2437.6	-1361.3	-126.9	1.5	1	0
3199.2	2456.6	-1382.4	-133.0	1.5	1	0
3227.2	2474.9	-1402.8	-138.9	1.5	1	0
3256.2	2493.8	-1423.9	-144.8	1.5	1	0
3285.1	2512.6	-1445.1	-150.4	1.5	1	0
3314.4	2531.7	-1466.6	-155.9	1.5	1	0
3343.7	2550.6	-1488.2	-161.6	1.5	1	0
3372.3	2568.8	-1509.6	-167.5	1.5	1	0
3401.0	2586.3	-1531.5	-173.4	1.5	1	0
3429.9	2602.8	-1554.4	-179.6	1.5	1	0
3458.0	2617.6	-1577.4	-186.0	1.5	1	0
3486.9	2631.7	-1601.7	-192.9	1.5	1	0
3515.9	2644.7	-1626.6	-200.1	1.5	1	0
3544.8	2656.4	-1652.0	-207.5	1.5	1	0
3574.1	2666.9	-1678.2	-215.1	1.5	1	0
3602.4	2675.7	-1704.0	-222.7	1.5	1	0
3631.4	2683.4	-1730.8	-230.6	1.5	1	0
3659.4	2689.6	-1757.1	-238.3	1.5	1	0
3683.5	2693.9	-1779.8	-244.9	1.5	1	0
3717.6	2698.4	-1812.3	-254.3	1.5	1	0
3734.4	2699.7	-1828.4	-258.8	1.5	1	0
3744.8	2700.3	-1838.4	-261.5	1.5	1	0
3756.4	2700.6	-1849.6	-264.5	1.5	1	0
3765.2	2700.7	-1858.1	-266.8	1.5	1	0
3785.6	2700.6	-1877.8	-272.2	1.5	1	0
3814.3	2700.6	-1905.4	-279.9	1.5	1	0
3842.9	2700.5	-1933.0	-287.7	1.5	1	0
3871.9	2700.4	-1960.8	-295.8	1.5	1	0
3876.8	2700.4	-1965.5	-297.2	1.5	1	0
3893.8	2700.3	-1981.8	-302.1	1.5	1	0
