MD	TVD	North	East	Dia	Color	Style
1100.3	1053.6	-157.6	151.3	1.5	1	0
1103.4	1056.2	-159.2	151.6	1.5	1	0
1106.4	1058.8	-160.7	151.9	1.5	1	0
1109.5	1061.4	-162.2	152.2	1.5	1	0
1112.5	1064.1	-163.7	152.5	1.5	1	0
1115.6	1066.7	-165.2	152.8	1.5	1	0
1118.6	1069.3	-166.7	153.1	1.5	1	0
1121.7	1072.0	-168.2	153.4	1.5	1	0
1124.7	1074.6	-169.7	153.7	1.5	1	0
1127.8	1077.3	-171.2	154.0	1.5	1	0
1130.8	1079.9	-172.7	154.3	1.5	1	0
1133.9	1082.5	-174.2	154.6	1.5	1	0
1136.9	1085.2	-175.7	154.9	1.5	1	0
1140.0	1087.8	-177.2	155.2	1.5	1	0
1143.0	1090.5	-178.7	155.5	1.5	1	0
1146.0	1093.1	-180.2	155.8	1.5	1	0
1149.1	1095.7	-181.7	156.1	1.5	1	0
1152.1	1098.3	-183.2	156.4	1.5	1	0
1155.2	1100.9	-184.7	156.7	1.5	1	0
1158.2	1103.6	-186.3	157.0	1.5	1	0
1161.3	1106.2	-187.8	157.3	1.5	1	0
1164.3	1108.8	-189.4	157.6	1.5	1	0
1167.4	1111.4	-191.0	157.9	1.5	1	0
1170.4	1114.0	-192.5	158.1	1.5	1	0
1173.5	1116.6	-194.1	158.4	1.5	1	0
1176.5	1119.2	-195.7	158.6	1.5	1	0
1179.6	1121.8	-197.2	158.9	1.5	1	0
1182.6	1124.4	-198.8	159.2	1.5	1	0
1185.7	1127.0	-200.3	159.4	1.5	1	0
1188.7	1129.6	-201.9	159.7	1.5	1	0
1191.8	1132.2	-203.5	160.0	1.5	1	0
1194.8	1134.8	-205.0	160.2	1.5	1	0
1197.9	1137.4	-206.6	160.5	1.5	1	0
1200.9	1140.0	-208.1	160.8	1.5	1	0
1204.0	1142.6	-209.7	161.0	1.5	1	0
1207.0	1145.2	-211.3	161.3	1.5	1	0
1210.1	1147.8	-212.9	161.5	1.5	1	0
1213.1	1150.4	-214.5	161.8	1.5	1	0
1216.2	1152.9	-216.1	162.1	1.5	1	0
1219.2	1155.5	-217.7	162.4	1.5	1	0
1222.2	1158.1	-219.4	162.6	1.5	1	0
1225.3	1160.6	-221.0	162.9	1.5	1	0
1228.3	1163.2	-222.6	163.2	1.5	1	0
1231.4	1165.8	-224.2	163.4	1.5	1	0
1234.4	1168.4	-225.8	163.7	1.5	1	0
1237.5	1170.9	-227.4	164.0	1.5	1	0
1240.5	1173.5	-229.0	164.3	1.5	1	0
1243.6	1176.1	-230.6	164.5	1.5	1	0
1246.6	1178.7	-232.2	164.8	1.5	1	0
1249.7	1181.3	-233.8	165.0	1.5	1	0
1252.7	1183.8	-235.4	165.3	1.5	1	0
1255.8	1186.4	-237.0	165.6	1.5	1	0
1258.8	1189.0	-238.6	165.8	1.5	1	0
1261.9	1191.6	-240.2	166.1	1.5	1	0
1264.9	1194.2	-241.8	166.4	1.5	1	0
1268.0	1196.8	-243.4	166.6	1.5	1	0
1271.0	1199.4	-245.0	166.9	1.5	1	0
1274.1	1201.9	-246.6	167.2	1.5	1	0
1277.1	1204.5	-248.1	167.4	1.5	1	0
1280.2	1207.1	-249.7	167.7	1.5	1	0
1283.2	1209.7	-251.3	167.9	1.5	1	0
1286.3	1212.3	-252.9	168.2	1.5	1	0
1289.3	1214.9	-254.4	168.5	1.5	1	0
