MD	TVD	North	East	Dia	Color	Style
2255.5	2117.6	315.3	333.8	1.5	1	0
2286.0	2140.3	329.2	348.6	1.5	1	0
2316.5	2163.0	343.1	363.4	1.5	1	0
2347.0	2185.8	357.0	378.2	1.5	1	0
2377.4	2208.5	370.9	393.0	1.5	1	0
2407.9	2231.2	384.8	407.8	1.5	1	0
2438.4	2253.9	398.7	422.6	1.5	1	0
2468.9	2276.7	412.7	437.4	1.5	1	0
2499.4	2299.4	426.6	452.2	1.5	1	0
2529.8	2322.1	440.5	467.0	1.5	1	0
2560.3	2344.9	454.4	481.8	1.5	1	0
2590.8	2367.6	468.3	496.6	1.5	1	0
2621.3	2390.3	482.2	511.4	1.5	1	0
2651.8	2413.0	496.1	526.2	1.5	1	0
2682.2	2435.8	510.0	541.0	1.5	1	0
2712.7	2458.5	523.9	555.8	1.5	1	0
2723.7	2466.7	528.9	561.1	1.5	1	0
2743.2	2481.4	537.7	570.5	1.5	1	0
2773.7	2504.9	551.0	584.6	1.5	1	0
2804.2	2529.1	563.8	598.1	1.5	1	0
2834.6	2553.9	576.0	610.9	1.5	1	0
2865.1	2579.3	587.5	623.1	1.5	1	0
2895.6	2605.3	598.5	634.7	1.5	1	0
2926.1	2631.8	608.9	645.5	1.5	1	0
2956.6	2658.8	618.6	655.7	1.5	1	0
2987.0	2686.4	627.7	665.1	1.5	1	0
3017.5	2714.3	636.2	673.8	1.5	1	0
3048.0	2742.7	643.9	681.7	1.5	1	0
3078.5	2771.4	651.0	689.0	1.5	1	0
3109.0	2800.4	657.6	695.7	1.5	1	0
3139.4	2829.8	663.5	701.6	1.5	1	0
3169.9	2859.4	668.5	706.4	1.5	1	0
3200.4	2889.4	672.5	710.4	1.5	1	0
3204.6	2893.5	673.1	710.9	1.5	1	0
3230.9	2919.4	676.4	714.1	1.5	1	0
3232.8	2921.3	676.7	714.3	1.5	1	0
3261.4	2949.2	680.8	718.2	1.5	1	0
3291.8	2979.1	685.1	722.3	1.5	1	0
3296.0	2983.3	685.7	722.9	1.5	1	0
3322.3	3009.2	688.8	725.8	1.5	1	0
3352.8	3039.3	692.1	729.0	1.5	1	0
3383.3	3069.4	695.9	732.6	1.5	1	0
3413.8	3099.2	700.4	736.9	1.5	1	0
3419.3	3104.6	701.3	737.7	1.5	1	0
3444.2	3129.1	704.8	741.1	1.5	1	0
3474.7	3159.1	708.5	744.6	1.5	1	0
3505.2	3189.2	712.0	747.8	1.5	1	0
3535.7	3219.3	715.7	751.4	1.5	1	0
3566.2	3249.2	719.9	755.4	1.5	1	0
3596.6	3279.1	724.1	759.3	1.5	1	0
3609.2	3291.4	725.7	760.9	1.5	1	0
